Siderastrea846961	K18663
Siderastrea780306	K17922
Siderastrea475530	K11968
Siderastrea442115	K00710
Siderastrea450490	K14323
Siderastrea447762	K17341
Siderastrea440470	K11413
Siderastrea252118	K11699
Siderastrea447951	K17591
Siderastrea365356	K05699
Siderastrea422915	K11416
Siderastrea421801	K24936
Siderastrea409391	K17350
Siderastrea420339	K00485
Siderastrea455780	K17570
Siderastrea440020	K10800
Siderastrea263614	K17533
Siderastrea437083	K19360
Siderastrea438618	K07941
Siderastrea763541	K24506
Siderastrea418302	K17362
Siderastrea430770	K16451
Siderastrea398418	K05125
Siderastrea377834	K17341
Siderastrea565201	K10949
Siderastrea690038	K10595
Siderastrea423446	K01599
Siderastrea431253	K14999
Siderastrea450610	K22747
Siderastrea306954	K05181
Siderastrea454186	K22614
Siderastrea185970	K02684
Siderastrea432853	K02964
Siderastrea442625	K07369
Siderastrea427784	K09654
Siderastrea159461	K08798
Siderastrea422693	K12309
Siderastrea894	K20792
Siderastrea327511	K11592
Siderastrea435942	K10349
Siderastrea392034	K05105
Siderastrea455056	K08592
Siderastrea430146	K03039
Siderastrea430565	K04892
Siderastrea431458	K09848
Siderastrea205286	K08635
Siderastrea450729	K19657
Siderastrea272602	K02882
Siderastrea895488	K02877
Siderastrea614536	K12856
Siderastrea435211	K08076
Siderastrea573241	K17914
Siderastrea334312	K12035
Siderastrea235891	K17262
Siderastrea445475	K20865
Siderastrea353772	K06773
Siderastrea418961	K04362
Siderastrea444783	K24243
Siderastrea448260	K10890
Siderastrea429366	K11173
Siderastrea679832	K07375
Siderastrea858940	K10753
Siderastrea145633	K04079
Siderastrea447879	K05048
Siderastrea442425	K01315
Siderastrea444822	K20183
Siderastrea489981	K10408
Siderastrea237129	K24425
Siderastrea435966	K13872
Siderastrea843746	K03178
Siderastrea381354	K08056
Siderastrea437296	K20029
Siderastrea452882	K24469
Siderastrea453470	K11644
Siderastrea291595	K17592
Siderastrea328682	K24469
Siderastrea756066	K20792
Siderastrea514120	K22068
Siderastrea425248	K04989
Siderastrea395263	K08076
Siderastrea274327	K02602
Siderastrea447104	K07912
Siderastrea687600	K11254
Siderastrea183999	K01805
Siderastrea12054	K09230
Siderastrea304651	K01581
Siderastrea414917	K25700
Siderastrea405457	K24419
Siderastrea295226	K20296
Siderastrea449201	K14209
Siderastrea280998	K09228
Siderastrea442878	K04150
Siderastrea438492	K00765
Siderastrea438059	K07208
Siderastrea426484	K03172
Siderastrea138221	K02156
Siderastrea460767	K11434
Siderastrea341904	K04809
Siderastrea423838	K04150
Siderastrea232634	K25700
Siderastrea446185	K01384
Siderastrea394439	K22390
Siderastrea425570	K01116
Siderastrea442035	K03139
Siderastrea408932	K13102
Siderastrea746021	K11838
Siderastrea452560	K08465
Siderastrea433386	K15015
Siderastrea74120	K15837
Siderastrea776309	K10901
Siderastrea742844	K02367
Siderastrea281377	K12021
Siderastrea452396	K24936
Siderastrea452598	K14286
Siderastrea359110	K03068
Siderastrea450351	K07994
Siderastrea425133	K02946
Siderastrea431271	K04569
Siderastrea446985	K10443
Siderastrea403775	K20792
Siderastrea274185	K04170
Siderastrea451963	K16490
Siderastrea449739	K13761
Siderastrea68738	K24936
Siderastrea292873	K09229
Siderastrea440367	K19360
Siderastrea434286	K07282
Siderastrea446104	K05673
Siderastrea533502	K12820
Siderastrea494749	K21922
Siderastrea556933	K03250
Siderastrea436096	K07271
Siderastrea430786	K19899
Siderastrea687201	K16582
Siderastrea866794	K22733
Siderastrea448578	K00861
Siderastrea370024	K05125
Siderastrea382182	K01019
Siderastrea445193	K09560
Siderastrea438237	K13106
Siderastrea451661	K17544
Siderastrea456194	K11997
Siderastrea418813	K03025
Siderastrea484753	K12559
Siderastrea202533	K02898
Siderastrea450733	K05087
Siderastrea688014	K12817
Siderastrea794557	K02978
Siderastrea416531	K24350
Siderastrea439663	K00699
Siderastrea456695	K05093
Siderastrea202151	K00750
Siderastrea429815	K09228
Siderastrea428748	K15407
Siderastrea803378	K04727
Siderastrea446397	K12301
Siderastrea406459	K12311
Siderastrea279586	K00927
Siderastrea451674	K14857
Siderastrea453333	K16533
Siderastrea697428	K04135
Siderastrea445152	K18437
Siderastrea86709	K06114
Siderastrea883467	K08375
Siderastrea416566	K15103
Siderastrea414562	K07375
Siderastrea364316	K16506
Siderastrea285413	K23342
Siderastrea451815	K04131
Siderastrea455144	K12035
Siderastrea36194	K13111
Siderastrea440850	K04362
Siderastrea450057	K04988
Siderastrea449659	K01638
Siderastrea453965	K09608
Siderastrea446651	K14806
Siderastrea264796	K01135
Siderastrea54894	K03234
Siderastrea452622	K24936
Siderastrea723302	K06271
Siderastrea454849	K05125
Siderastrea352854	K12823
Siderastrea429409	K15001
Siderastrea420116	K21952
Siderastrea440831	K18798
Siderastrea446761	K07876
Siderastrea306590	K01557
Siderastrea317374	K10413
Siderastrea723279	K04430
Siderastrea223288	K24927
Siderastrea456584	K18740
Siderastrea280855	K15837
Siderastrea668025	K00341
Siderastrea502786	K15839
Siderastrea423389	K04612
Siderastrea848932	K04523
Siderastrea437866	K15010
Siderastrea430982	K08504
Siderastrea268861	K04043
Siderastrea419613	K04550
Siderastrea453815	K04351
Siderastrea279952	K05692
Siderastrea91660	K04397
Siderastrea245823	K01938
Siderastrea827448	K02727
Siderastrea450861	K05697
Siderastrea249520	K10355
Siderastrea275407	K06560
Siderastrea454208	K08632
Siderastrea108175	K12196
Siderastrea574251	K03686
Siderastrea440804	K05502
Siderastrea226280	K10789
Siderastrea587961	K26101
Siderastrea435680	K00237
Siderastrea450164	K04239
Siderastrea449389	K15297
Siderastrea898275	K10410
Siderastrea449364	K20068
Siderastrea449328	K00214
Siderastrea106724	K11593
Siderastrea448046	K06695
Siderastrea255665	K02885
Siderastrea442969	K01867
Siderastrea408030	K17592
Siderastrea414470	K10593
Siderastrea428818	K11726
Siderastrea706752	K07509
Siderastrea282882	K06776
Siderastrea406197	K04200
Siderastrea456495	K19511
Siderastrea436055	K10478
Siderastrea277679	K00012
Siderastrea19519	K15837
Siderastrea388891	K03083
Siderastrea453716	K16541
Siderastrea448881	K10409
Siderastrea453700	K12132
Siderastrea445985	K24435
Siderastrea456058	K05309
Siderastrea13438	K02932
Siderastrea443991	K11150
Siderastrea443493	K02604
Siderastrea803223	K05036
Siderastrea428776	K05643
Siderastrea339584	K05658
Siderastrea321879	K11848
Siderastrea417068	K14434
Siderastrea558187	K02998
Siderastrea446943	K08187
Siderastrea313679	K02358
Siderastrea452009	K08869
Siderastrea418282	K08132
Siderastrea304052	K12035
Siderastrea616413	K02256
Siderastrea334448	K18681
Siderastrea453130	K10742
Siderastrea453354	K09326
Siderastrea445648	K00485
Siderastrea435716	K00265
Siderastrea401636	K22754
Siderastrea427767	K07883
Siderastrea449158	K03012
Siderastrea447392	K01411
Siderastrea326362	K12473
Siderastrea438677	K09577
Siderastrea404719	K08439
Siderastrea436733	K17632
Siderastrea37012	K09500
Siderastrea471180	K08875
Siderastrea426721	K04163
Siderastrea432280	K05094
Siderastrea441367	K09250
Siderastrea635734	K10408
Siderastrea453567	K08132
Siderastrea734900	K12856
Siderastrea694307	K06961
Siderastrea283858	K02958
Siderastrea2630	K00164
Siderastrea700518	K20649
Siderastrea166315	K17336
Siderastrea640200	K13302
Siderastrea607369	K02979
Siderastrea418490	K24523
Siderastrea437624	K02865
Siderastrea426716	K03990
Siderastrea226750	K10406
Siderastrea450129	K14376
Siderastrea428796	K19882
Siderastrea104767	K00922
Siderastrea408435	K01315
Siderastrea252551	K24338
Siderastrea449666	K06643
Siderastrea306241	K03252
Siderastrea275469	K01301
Siderastrea679298	K12873
Siderastrea427610	K04142
Siderastrea430444	K24732
Siderastrea449011	K01537
Siderastrea377282	K01596
Siderastrea287374	K24971
Siderastrea377745	K25709
Siderastrea157799	K00280
Siderastrea308328	K02599
Siderastrea448098	K15042
Siderastrea14304	K24794
Siderastrea444569	K23421
Siderastrea407878	K24936
Siderastrea403358	K12373
Siderastrea729119	K09636
Siderastrea288633	K08057
Siderastrea438223	K23286
Siderastrea442687	K14638
Siderastrea445383	K01126
Siderastrea444685	K03239
Siderastrea456412	K07971
Siderastrea401341	K01365
Siderastrea447827	K21439
Siderastrea149598	K24936
Siderastrea430614	K17352
Siderastrea398993	K23518
Siderastrea272570	K20174
Siderastrea449809	K16353
Siderastrea453801	K01425
Siderastrea396750	K09656
Siderastrea436989	K02599
Siderastrea438094	K10299
Siderastrea441728	K00111
Siderastrea358698	K11643
Siderastrea438186	K05746
Siderastrea441615	K24680
Siderastrea446494	K16777
Siderastrea128420	K13578
Siderastrea461152	K11253
Siderastrea435930	K04615
Siderastrea385182	K13046
Siderastrea131526	K07497
Siderastrea448393	K23624
Siderastrea487565	K04382
Siderastrea424761	K04362
Siderastrea285792	K05692
Siderastrea585514	K11885
Siderastrea382361	K05665
Siderastrea439324	K17341
Siderastrea342204	K16910
Siderastrea304742	K04253
Siderastrea437594	K10457
Siderastrea140610	K20279
Siderastrea283247	K01469
Siderastrea439192	K15100
Siderastrea381250	K17495
Siderastrea446088	K25166
Siderastrea346192	K22790
Siderastrea429196	K18283
Siderastrea164556	K10398
Siderastrea240840	K13868
Siderastrea87524	K12035
Siderastrea444987	K05955
Siderastrea423596	K09228
Siderastrea451983	K24734
Siderastrea433299	K04919
Siderastrea441854	K03002
Siderastrea484363	K05863
Siderastrea775299	K07767
Siderastrea446235	K03637
Siderastrea405699	K04210
Siderastrea305775	K10312
Siderastrea661431	K12873
Siderastrea449446	K01641
Siderastrea812166	K10352
Siderastrea299868	K02997
Siderastrea295574	K11251
Siderastrea449381	K10882
Siderastrea448452	K09522
Siderastrea729008	K11584
Siderastrea440291	K24419
Siderastrea401654	K24464
Siderastrea501744	K00819
Siderastrea437392	K08707
Siderastrea285623	K14074
Siderastrea414535	K12834
Siderastrea438337	K05330
Siderastrea532678	K03234
Siderastrea218926	K02983
Siderastrea265023	K01539
Siderastrea444411	K08550
Siderastrea412944	K12389
Siderastrea87848	K01870
Siderastrea388374	K04646
Siderastrea396377	K10901
Siderastrea443667	K24964
Siderastrea450567	K03848
Siderastrea442385	K03575
Siderastrea454137	K12475
Siderastrea227732	K14072
Siderastrea441387	K12606
Siderastrea841278	K11251
Siderastrea295553	K05643
Siderastrea431935	K04497
Siderastrea433900	K07952
Siderastrea796458	K03032
Siderastrea438488	K03644
Siderastrea439898	K10889
Siderastrea405434	K07380
Siderastrea448502	K10450
Siderastrea803181	K01001
Siderastrea351474	K00008
Siderastrea207669	K07422
Siderastrea440317	K24941
Siderastrea414390	K04988
Siderastrea450657	K04606
Siderastrea298131	K25709
Siderastrea232409	K01179
Siderastrea776574	K12854
Siderastrea411061	K10104
Siderastrea407348	K04662
Siderastrea453580	K00772
Siderastrea436569	K18399
Siderastrea454683	K18037
Siderastrea448268	K10277
Siderastrea382537	K00121
Siderastrea442875	K07497
Siderastrea481992	K22656
Siderastrea443798	K04977
Siderastrea136350	K13045
Siderastrea526583	K03264
Siderastrea431694	K01648
Siderastrea843857	K24729
Siderastrea411147	K12235
Siderastrea451587	K17552
Siderastrea429005	K04602
Siderastrea422052	K17253
Siderastrea256823	K02891
Siderastrea440413	K16890
Siderastrea453021	K01082
Siderastrea453878	K19022
Siderastrea453285	K00505
Siderastrea798404	K05692
Siderastrea443907	K17341
Siderastrea776664	K08624
Siderastrea384296	K00289
Siderastrea446757	K15262
Siderastrea257503	K05121
Siderastrea455520	K07071
Siderastrea233385	K19197
Siderastrea444237	K01077
Siderastrea440767	K05665
Siderastrea448933	K10349
Siderastrea295406	K05768
Siderastrea453962	K19601
Siderastrea447473	K11438
Siderastrea449855	K12366
Siderastrea543670	K00789
Siderastrea453882	K05643
Siderastrea653736	K01204
Siderastrea437757	K09848
Siderastrea312689	K12830
Siderastrea100362	K08764
Siderastrea440496	K08841
Siderastrea255577	K07874
Siderastrea404499	K24835
Siderastrea247419	K04240
Siderastrea853977	K11847
Siderastrea391981	K18493
Siderastrea414823	K12836
Siderastrea359194	K18222
Siderastrea892665	K17302
Siderastrea423583	K04370
Siderastrea437605	K17535
Siderastrea407738	K00649
Siderastrea752170	K03120
Siderastrea438414	K13912
Siderastrea623311	K02932
Siderastrea643334	K12856
Siderastrea331645	K11840
Siderastrea110386	K11968
Siderastrea435237	K24778
Siderastrea406436	K00910
Siderastrea452949	K04721
Siderastrea335648	K08660
Siderastrea442944	K11142
Siderastrea325741	K03283
Siderastrea447308	K02684
Siderastrea469112	K23965
Siderastrea405382	K02932
Siderastrea12077	K05692
Siderastrea473066	K00688
Siderastrea193447	K03250
Siderastrea37897	K01135
Siderastrea299115	K09228
Siderastrea400400	K10064
Siderastrea729766	K02908
Siderastrea447119	K04195
Siderastrea721688	K07897
Siderastrea226248	K03115
Siderastrea454218	K13708
Siderastrea447421	K01301
Siderastrea808696	K00262
Siderastrea338502	K09662
Siderastrea382697	K14638
Siderastrea454161	K22377
Siderastrea428837	K04288
Siderastrea456318	K04679
Siderastrea448482	K09485
Siderastrea59936	K09644
Siderastrea449954	K11997
Siderastrea447685	K13871
Siderastrea441883	K14388
Siderastrea359400	K02894
Siderastrea409093	K13023
Siderastrea381321	K24498
Siderastrea442603	K24962
Siderastrea2282	K24744
Siderastrea446326	K15446
Siderastrea430671	K08827
Siderastrea412235	K15255
Siderastrea412904	K24419
Siderastrea348855	K12852
Siderastrea448600	K09657
Siderastrea430115	K05094
Siderastrea434774	K12841
Siderastrea446711	K11298
Siderastrea447828	K08145
Siderastrea195269	K18592
Siderastrea697738	K12176
Siderastrea443370	K16904
Siderastrea878732	K01867
Siderastrea446649	K08815
Siderastrea424673	K04428
Siderastrea446745	K11810
Siderastrea307324	K12235
Siderastrea434969	K01315
Siderastrea380808	K05120
Siderastrea454337	K14961
Siderastrea888243	K20346
Siderastrea436558	K20176
Siderastrea450420	K10380
Siderastrea450883	K06255
Siderastrea403354	K12385
Siderastrea61975	K00121
Siderastrea201414	K00744
Siderastrea163235	K15631
Siderastrea447988	K09640
Siderastrea303656	K12035
Siderastrea882838	K14026
Siderastrea555670	K14864
Siderastrea632362	K12655
Siderastrea440356	K20072
Siderastrea537818	K10408
Siderastrea442360	K04600
Siderastrea430478	K17602
Siderastrea448293	K16342
Siderastrea166126	K00963
Siderastrea452603	K17260
Siderastrea416201	K08803
Siderastrea471890	K04630
Siderastrea710448	K02922
Siderastrea452387	K18405
Siderastrea110780	K02938
Siderastrea847796	K00026
Siderastrea29323	K12900
Siderastrea366517	K19511
Siderastrea172943	K07497
Siderastrea430225	K06645
Siderastrea274129	K03283
Siderastrea451754	K01349
Siderastrea451251	K23438
Siderastrea38483	K03880
Siderastrea99783	K12670
Siderastrea610155	K03283
Siderastrea432210	K07855
Siderastrea554097	K13886
Siderastrea517929	K01858
Siderastrea454568	K06819
Siderastrea444733	K04887
Siderastrea424869	K14411
Siderastrea423394	K16583
Siderastrea446690	K00710
Siderastrea431708	K17681
Siderastrea322419	K02868
Siderastrea431026	K10457
Siderastrea433146	K14677
Siderastrea456165	K23400
Siderastrea108847	K09214
Siderastrea278838	K10478
Siderastrea400645	K09326
Siderastrea363056	K24431
Siderastrea447815	K23326
Siderastrea626880	K20053
Siderastrea348895	K04392
Siderastrea139985	K05197
Siderastrea101815	K08568
Siderastrea243829	K12647
Siderastrea630731	K24927
Siderastrea342695	K12897
Siderastrea788739	K17686
Siderastrea452616	K19511
Siderastrea450723	K14442
Siderastrea448619	K05677
Siderastrea739834	K10408
Siderastrea322464	K25168
Siderastrea887536	K03251
Siderastrea101411	K05695
Siderastrea101070	K06269
Siderastrea452364	K03877
Siderastrea450106	K16470
Siderastrea409654	K08076
Siderastrea443193	K09049
Siderastrea722717	K07827
Siderastrea417771	K10418
Siderastrea399235	K04163
Siderastrea8339	K07374
Siderastrea454652	K17261
Siderastrea431174	K08132
Siderastrea428023	K01131
Siderastrea417339	K12035
Siderastrea767644	K15633
Siderastrea406553	K04150
Siderastrea546378	K17605
Siderastrea426598	K24835
Siderastrea455027	K05928
Siderastrea452703	K14085
Siderastrea444495	K04615
Siderastrea392465	K14686
Siderastrea447709	K10450
Siderastrea429209	K05673
Siderastrea403237	K10478
Siderastrea431984	K01273
Siderastrea312505	K17260
Siderastrea437643	K21842
Siderastrea339283	K04393
Siderastrea418296	K04988
Siderastrea443354	K17495
Siderastrea448107	K08202
Siderastrea487433	K03934
Siderastrea439670	K23205
Siderastrea328691	K05175
Siderastrea849335	K15100
Siderastrea748403	K03234
Siderastrea301621	K01794
Siderastrea454041	K10596
Siderastrea452288	K13780
Siderastrea445441	K23257
Siderastrea452638	K15127
Siderastrea428258	K03654
Siderastrea412508	K04142
Siderastrea453611	K10478
Siderastrea348296	K23222
Siderastrea440781	K15688
Siderastrea445029	K13340
Siderastrea384903	K20289
Siderastrea447184	K14398
Siderastrea425936	K21922
Siderastrea400134	K03234
Siderastrea428617	K00569
Siderastrea403918	K08378
Siderastrea711231	K05863
Siderastrea242264	K12404
Siderastrea334046	K16777
Siderastrea172174	K02542
Siderastrea454861	K26111
Siderastrea399987	K04609
Siderastrea444944	K24539
Siderastrea413325	K13120
Siderastrea431514	K10457
Siderastrea456567	K01539
Siderastrea374936	K10691
Siderastrea262305	K04609
Siderastrea421143	K14459
Siderastrea431632	K03522
Siderastrea443852	K11446
Siderastrea435298	K01493
Siderastrea362048	K11275
Siderastrea441826	K12076
Siderastrea442454	K15620
Siderastrea442842	K03990
Siderastrea454735	K14317
Siderastrea445212	K04919
Siderastrea451917	K24429
Siderastrea623955	K11647
Siderastrea225600	K01892
Siderastrea444210	K17079
Siderastrea448755	K25400
Siderastrea413863	K20876
Siderastrea451508	K07374
Siderastrea406014	K12828
Siderastrea413886	K09067
Siderastrea361674	K03332
Siderastrea448683	K02156
Siderastrea445433	K15175
Siderastrea374141	K09357
Siderastrea456356	K12158
Siderastrea438239	K04267
Siderastrea427743	K00789
Siderastrea657011	K11667
Siderastrea421749	K00106
Siderastrea452458	K17426
Siderastrea527577	K10752
Siderastrea508621	K00166
Siderastrea450994	K08857
Siderastrea423101	K05770
Siderastrea328500	K12035
Siderastrea454836	K04797
Siderastrea437197	K06911
Siderastrea446066	K18592
Siderastrea455358	K05637
Siderastrea408703	K04285
Siderastrea434402	K19385
Siderastrea453065	K10667
Siderastrea288950	K00767
Siderastrea434226	K01715
Siderastrea418200	K13864
Siderastrea438213	K25421
Siderastrea406178	K10478
Siderastrea445179	K08735
Siderastrea866318	K00710
Siderastrea430922	K12891
Siderastrea452672	K00315
Siderastrea453309	K17352
Siderastrea442440	K06874
Siderastrea418108	K12757
Siderastrea444425	K10751
Siderastrea432986	K14620
Siderastrea88348	K05665
Siderastrea444344	K23588
Siderastrea679765	K01796
Siderastrea216442	K24936
Siderastrea352596	K10595
Siderastrea327322	K02737
Siderastrea455701	K12132
Siderastrea477559	K00036
Siderastrea502186	K24927
Siderastrea498537	K06777
Siderastrea451146	K12231
Siderastrea156456	K00022
Siderastrea451932	K00265
Siderastrea755009	K00002
Siderastrea111096	K13863
Siderastrea370970	K10061
Siderastrea448868	K25856
Siderastrea104432	K04353
Siderastrea409684	K23408
Siderastrea446736	K11787
Siderastrea106233	K04392
Siderastrea580898	K01802
Siderastrea452923	K00901
Siderastrea294314	K02599
Siderastrea333554	K24124
Siderastrea369748	K10478
Siderastrea537593	K00275
Siderastrea409628	K04141
Siderastrea379803	K21396
Siderastrea451209	K24928
Siderastrea236477	K07819
Siderastrea437718	K13045
Siderastrea408186	K02735
Siderastrea452966	K11182
Siderastrea455901	K16484
Siderastrea142295	K15102
Siderastrea449775	K04437
Siderastrea785852	K06268
Siderastrea452834	K11414
Siderastrea449233	K01672
Siderastrea397013	K09905
Siderastrea441384	K00485
Siderastrea433995	K11644
Siderastrea447155	K14072
Siderastrea437850	K25636
Siderastrea429520	K06760
Siderastrea615519	K10755
Siderastrea248608	K02976
Siderastrea135011	K11253
Siderastrea13332	K08745
Siderastrea819840	K07874
Siderastrea442732	K08896
Siderastrea69100	K10878
Siderastrea891693	K07409
Siderastrea452081	K24936
Siderastrea450208	K16524
Siderastrea218160	K04266
Siderastrea653545	K04142
Siderastrea420945	K03537
Siderastrea266663	K11254
Siderastrea435194	K22266
Siderastrea552483	K12736
Siderastrea433223	K04247
Siderastrea681444	K02951
Siderastrea426666	K06619
Siderastrea443246	K22422
Siderastrea424568	K00059
Siderastrea833931	K02910
Siderastrea443212	K08451
Siderastrea429074	K10355
Siderastrea437675	K15370
Siderastrea440238	K18152
Siderastrea426679	K05122
Siderastrea724497	K07426
Siderastrea420486	K12898
Siderastrea443654	K24470
Siderastrea388822	K24936
Siderastrea355793	K10408
Siderastrea382543	K05016
Siderastrea452314	K06237
Siderastrea406234	K22815
Siderastrea429059	K17410
Siderastrea426516	K04550
Siderastrea451564	K12035
Siderastrea456153	K16507
Siderastrea411435	K12316
Siderastrea280354	K16506
Siderastrea452973	K10419
Siderastrea376467	K07178
Siderastrea775567	K10408
Siderastrea438576	K14313
Siderastrea594700	K03242
Siderastrea211382	K02927
Siderastrea272312	K23203
Siderastrea844294	K12862
Siderastrea421764	K09493
Siderastrea445159	K04223
Siderastrea193431	K05692
Siderastrea396760	K25700
Siderastrea893022	K02910
Siderastrea180517	K04209
Siderastrea433804	K08637
Siderastrea391051	K04367
Siderastrea270826	K02155
Siderastrea439364	K04459
Siderastrea426294	K23961
Siderastrea446618	K09229
Siderastrea436347	K23029
Siderastrea448484	K22285
Siderastrea33811	K25866
Siderastrea437627	K10185
Siderastrea443952	K06819
Siderastrea421966	K19201
Siderastrea433071	K17231
Siderastrea441421	K15630
Siderastrea385480	K19683
Siderastrea509499	K14299
Siderastrea451083	K11593
Siderastrea447234	K07360
Siderastrea774273	K04043
Siderastrea423217	K10408
Siderastrea845952	K19672
Siderastrea453674	K23091
Siderastrea399313	K24835
Siderastrea449705	K08873
Siderastrea447350	K22530
Siderastrea416869	K24445
Siderastrea415054	K04205
Siderastrea321927	K15837
Siderastrea427853	K04160
Siderastrea898269	K04487
Siderastrea396850	K06778
Siderastrea148754	K08770
Siderastrea199477	K12393
Siderastrea431777	K00659
Siderastrea408165	K10464
Siderastrea416599	K10053
Siderastrea191975	K15837
Siderastrea298044	K23544
Siderastrea406995	K15074
Siderastrea410873	K05673
Siderastrea452123	K23691
Siderastrea324996	K14616
Siderastrea382762	K07497
Siderastrea359191	K06252
Siderastrea359921	K01017
Siderastrea437035	K23935
Siderastrea296132	K02146
Siderastrea202245	K02145
Siderastrea449783	K07497
Siderastrea426088	K00773
Siderastrea454536	K10397
Siderastrea489359	K04646
Siderastrea306776	K10408
Siderastrea10114	K15290
Siderastrea118653	K17495
Siderastrea217196	K01283
Siderastrea23733	K24469
Siderastrea749832	K08776
Siderastrea450149	K02599
Siderastrea442856	K07828
Siderastrea447310	K17637
Siderastrea451814	K20180
Siderastrea461632	K01365
Siderastrea539220	K15261
Siderastrea218448	K06269
Siderastrea424349	K02503
Siderastrea117403	K14864
Siderastrea439811	K13115
Siderastrea403514	K17592
Siderastrea48566	K08967
Siderastrea445781	K12173
Siderastrea449845	K00738
Siderastrea413149	K15719
Siderastrea461388	K10408
Siderastrea454970	K16175
Siderastrea421939	K04598
Siderastrea27390	K15837
Siderastrea453816	K16196
Siderastrea389242	K04362
Siderastrea439069	K08187
Siderastrea419701	K17592
Siderastrea328183	K17307
Siderastrea430768	K12757
Siderastrea595827	K20363
Siderastrea524735	K01866
Siderastrea70188	K05665
Siderastrea295569	K24936
Siderastrea439949	K10443
Siderastrea382018	K03068
Siderastrea341240	K04600
Siderastrea443097	K06468
Siderastrea687464	K02375
Siderastrea70519	K14429
Siderastrea440571	K17341
Siderastrea367883	K16465
Siderastrea787103	K13183
Siderastrea471186	K04978
Siderastrea449741	K10159
Siderastrea483825	K06772
Siderastrea456634	K24886
Siderastrea385645	K04163
Siderastrea450055	K19828
Siderastrea258906	K09752
Siderastrea447238	K10380
Siderastrea358774	K25165
Siderastrea453594	K01634
Siderastrea294821	K05692
Siderastrea866213	K05087
Siderastrea632546	K13165
Siderastrea322417	K05673
Siderastrea410668	K11096
Siderastrea452188	K09866
Siderastrea437613	K04432
Siderastrea428594	K05467
Siderastrea255079	K14735
Siderastrea402860	K01310
Siderastrea424339	K21440
Siderastrea385906	K10478
Siderastrea438816	K00861
Siderastrea449831	K13912
Siderastrea305200	K05089
Siderastrea505644	K00412
Siderastrea441593	K20656
Siderastrea442318	K26094
Siderastrea429705	K01482
Siderastrea306921	K17592
Siderastrea434696	K23624
Siderastrea451102	K10293
Siderastrea872194	K12178
Siderastrea356972	K04362
Siderastrea177822	K25207
Siderastrea573035	K17065
Siderastrea902421	K03695
Siderastrea368486	K17751
Siderastrea431443	K02599
Siderastrea445687	K15630
Siderastrea361892	K20217
Siderastrea448785	K05200
Siderastrea429742	K13702
Siderastrea434737	K08378
Siderastrea271817	K11857
Siderastrea425995	K05692
Siderastrea39014	K07360
Siderastrea283807	K11089
Siderastrea238551	K05643
Siderastrea223645	K23330
Siderastrea365577	K13912
Siderastrea426204	K20820
Siderastrea401608	K24936
Siderastrea393768	K07375
Siderastrea739704	K06174
Siderastrea339007	K04981
Siderastrea763416	K02868
Siderastrea527743	K18442
Siderastrea445858	K23222
Siderastrea13265	K10408
Siderastrea420313	K17655
Siderastrea452463	K15084
Siderastrea415654	K00503
Siderastrea450515	K14395
Siderastrea277870	K04606
Siderastrea289531	K11252
Siderastrea248642	K05313
Siderastrea544469	K01872
Siderastrea326318	K22754
Siderastrea229545	K15837
Siderastrea447107	K21595
Siderastrea228629	K05863
Siderastrea454768	K01280
Siderastrea397326	K05673
Siderastrea430439	K11657
Siderastrea432989	K08799
Siderastrea245846	K01017
Siderastrea428956	K25893
Siderastrea442609	K13984
Siderastrea453358	K18082
Siderastrea407311	K11729
Siderastrea626403	K06944
Siderastrea447742	K00827
Siderastrea603329	K14995
Siderastrea155347	K16944
Siderastrea397148	K10104
Siderastrea253927	K14611
Siderastrea448312	K07380
Siderastrea442595	K17336
Siderastrea775705	K03798
Siderastrea339594	K14163
Siderastrea449238	K04532
Siderastrea418742	K00365
Siderastrea454948	K14305
Siderastrea435750	K16630
Siderastrea449113	K01017
Siderastrea419361	K15074
Siderastrea440578	K04224
Siderastrea688131	K17263
Siderastrea440759	K11835
Siderastrea234210	K15105
Siderastrea773303	K05643
Siderastrea434895	K08465
Siderastrea624633	K10458
Siderastrea399845	K12035
Siderastrea435644	K01229
Siderastrea437536	K12736
Siderastrea418570	K21343
Siderastrea445673	K17265
Siderastrea793944	K10583
Siderastrea455712	K10691
Siderastrea449850	K18274
Siderastrea445533	K13912
Siderastrea453364	K02580
Siderastrea445447	K11463
Siderastrea196291	K24469
Siderastrea453145	K03654
Siderastrea447083	K00142
Siderastrea419797	K07428
Siderastrea449814	K20279
Siderastrea471243	K10408
Siderastrea453037	K03654
Siderastrea404142	K20520
Siderastrea363046	K02215
Siderastrea432712	K08606
Siderastrea656886	K24333
Siderastrea631411	K02991
Siderastrea430992	K23732
Siderastrea356976	K03869
Siderastrea706882	K02920
Siderastrea390330	K10454
Siderastrea353005	K08202
Siderastrea194744	K04515
Siderastrea706830	K02912
Siderastrea7217	K14611
Siderastrea447673	K12735
Siderastrea432114	K09848
Siderastrea453211	K04681
Siderastrea445143	K05681
Siderastrea443106	K17809
Siderastrea446833	K02355
Siderastrea431043	K04285
Siderastrea699227	K04348
Siderastrea580788	K12392
Siderastrea331657	K15115
Siderastrea437466	K23781
Siderastrea315765	K05098
Siderastrea445979	K05657
Siderastrea455717	K03654
Siderastrea226200	K11251
Siderastrea261909	K05643
Siderastrea433390	K20719
Siderastrea314761	K21862
Siderastrea439653	K17457
Siderastrea237845	K16353
Siderastrea611317	K10752
Siderastrea448262	K04513
