Siderastrea_08840	K02997
Siderastrea_18584	K13211
Siderastrea_03586	K16749
Siderastrea_16138	K04443
Siderastrea_02493	K10443
Siderastrea_05149	K14442
Siderastrea_03192	K10478
Siderastrea_17676	K15377
Siderastrea_18432	K10649
Siderastrea_11438	K02088
Siderastrea_04385	K07752
Siderastrea_14223	K25449
Siderastrea_00972	K15048
Siderastrea_12055	K04437
Siderastrea_11454	K15009
Siderastrea_15399	K12459
Siderastrea_06498	K00635
Siderastrea_00346	K00061
Siderastrea_01788	K23800
Siderastrea_06543	K17689
Siderastrea_14076	K03164
Siderastrea_05750	K11968
Siderastrea_09222	K10798
Siderastrea_06120	K01870
Siderastrea_14121	K11182
Siderastrea_09095	K00228
Siderastrea_00289	K24682
Siderastrea_08895	K01637
Siderastrea_02041	K08660
Siderastrea_10433	K13354
Siderastrea_16507	K17570
Siderastrea_14898	K04523
Siderastrea_13018	K06095
Siderastrea_13440	K02156
Siderastrea_12877	K11424
Siderastrea_08146	K21278
Siderastrea_03632	K13304
Siderastrea_13591	K25554
Siderastrea_02943	K04612
Siderastrea_12886	K18436
Siderastrea_18307	K10301
Siderastrea_05245	K22615
Siderastrea_12362	K22078
Siderastrea_05866	K05642
Siderastrea_12071	K01966
Siderastrea_02118	K12261
Siderastrea_02829	K21396
Siderastrea_05166	K11662
Siderastrea_18883	K05673
Siderastrea_10372	K07497
Siderastrea_16616	K24512
Siderastrea_09686	K18442
Siderastrea_10691	K10596
Siderastrea_03043	K01228
Siderastrea_00380	K20347
Siderastrea_15142	K22937
Siderastrea_17203	K00029
Siderastrea_11481	K02168
Siderastrea_14750	K11461
Siderastrea_12669	K11422
Siderastrea_12904	K06675
Siderastrea_07370	K18424
Siderastrea_02099	K14713
Siderastrea_14847	K07765
Siderastrea_02496	K14963
Siderastrea_09674	K20632
Siderastrea_17309	K24125
Siderastrea_05590	K04160
Siderastrea_06885	K19496
Siderastrea_11732	K07189
Siderastrea_18638	K12324
Siderastrea_12725	K08673
Siderastrea_13099	K09518
Siderastrea_12638	K08889
Siderastrea_12701	K11989
Siderastrea_12476	K12670
Siderastrea_15196	K04160
Siderastrea_12977	K01106
Siderastrea_10088	K10307
Siderastrea_06061	K02145
Siderastrea_17295	K24512
Siderastrea_00258	K15297
Siderastrea_00132	K05658
Siderastrea_07633	K08826
Siderastrea_12785	K24227
Siderastrea_18543	K12619
Siderastrea_18906	K20878
Siderastrea_19104	K19177
Siderastrea_17493	K15210
Siderastrea_08260	K03841
Siderastrea_11459	K16342
Siderastrea_06673	K01958
Siderastrea_12465	K02136
Siderastrea_00326	K02949
Siderastrea_05776	K20284
Siderastrea_05567	K08770
Siderastrea_12916	K06943
Siderastrea_07265	K01227
Siderastrea_06289	K17086
Siderastrea_15608	K02212
Siderastrea_07188	K11969
Siderastrea_07046	K10592
Siderastrea_19265	K21595
Siderastrea_08458	K23851
Siderastrea_18339	K18669
Siderastrea_15348	K16848
Siderastrea_03140	K05732
Siderastrea_15808	K20221
Siderastrea_10530	K20193
Siderastrea_18036	K17535
Siderastrea_07621	K10484
Siderastrea_18761	K10366
Siderastrea_16043	K05293
Siderastrea_03907	K24242
Siderastrea_07478	K01803
Siderastrea_05360	K08874
Siderastrea_01992	K11253
Siderastrea_05153	K06754
Siderastrea_17893	K08815
Siderastrea_10398	K00901
Siderastrea_07402	K20198
Siderastrea_15900	K10185
Siderastrea_03294	K14709
Siderastrea_10593	K17697
Siderastrea_05045	K05044
Siderastrea_05027	K04739
Siderastrea_04322	K07151
Siderastrea_07635	K06252
Siderastrea_09363	K02921
Siderastrea_13474	K00683
Siderastrea_16381	K08844
Siderastrea_12149	K04131
Siderastrea_17484	K01513
Siderastrea_18150	K02516
Siderastrea_08355	K14072
Siderastrea_11901	K11997
Siderastrea_15411	K00008
Siderastrea_18161	K05011
Siderastrea_13222	K10841
Siderastrea_00585	K11419
Siderastrea_07442	K05330
Siderastrea_13654	K09377
Siderastrea_01757	K00629
Siderastrea_08522	K15791
Siderastrea_11385	K06631
Siderastrea_15665	K00622
Siderastrea_04644	K05048
Siderastrea_12001	K14326
Siderastrea_02726	K15447
Siderastrea_11000	K01365
Siderastrea_17231	K25388
Siderastrea_02715	K00485
Siderastrea_01006	K18274
Siderastrea_18626	K17545
Siderastrea_17671	K05692
Siderastrea_03555	K10271
Siderastrea_16005	K10345
Siderastrea_15661	K00327
Siderastrea_02554	K08637
Siderastrea_00926	K10408
Siderastrea_14259	K26111
Siderastrea_00803	K13983
Siderastrea_11176	K10394
Siderastrea_03602	K12323
Siderastrea_09403	K08016
Siderastrea_09380	K22470
Siderastrea_11502	K26146
Siderastrea_14525	K15381
Siderastrea_08574	K23730
Siderastrea_14082	K09657
Siderastrea_08074	K07376
Siderastrea_05560	K06185
Siderastrea_01865	K07497
Siderastrea_04094	K15261
Siderastrea_18598	K13148
Siderastrea_06131	K11594
Siderastrea_05953	K19679
Siderastrea_10203	K06757
Siderastrea_02592	K08635
Siderastrea_18952	K00665
Siderastrea_08715	K19192
Siderastrea_05058	K03357
Siderastrea_10639	K02678
Siderastrea_14014	K10408
Siderastrea_15271	K00512
Siderastrea_16976	K02937
Siderastrea_14118	K24332
Siderastrea_17574	K02943
Siderastrea_00876	K08776
Siderastrea_04155	K06057
Siderastrea_03693	K24437
Siderastrea_00224	K14293
Siderastrea_04761	K09656
Siderastrea_04431	K00020
Siderastrea_18418	K03240
Siderastrea_01484	K13119
Siderastrea_01694	K24135
Siderastrea_13588	K03250
Siderastrea_12129	K08592
Siderastrea_12185	K14716
Siderastrea_14949	K13122
Siderastrea_11014	K24768
Siderastrea_12851	K10413
Siderastrea_18667	K24260
Siderastrea_17238	K24936
Siderastrea_03500	K15538
Siderastrea_10748	K11367
Siderastrea_08588	K01689
Siderastrea_17813	K07374
Siderastrea_03542	K24610
Siderastrea_08841	K14994
Siderastrea_08837	K06268
Siderastrea_04731	K13126
Siderastrea_12122	K10595
Siderastrea_13613	K17790
Siderastrea_09292	K21915
Siderastrea_18374	K01530
Siderastrea_13575	K01517
Siderastrea_06980	K22754
Siderastrea_05096	K15105
Siderastrea_16499	K12831
Siderastrea_01501	K02296
Siderastrea_06563	K09428
Siderastrea_03022	K16681
Siderastrea_15880	K10694
Siderastrea_15927	K05665
Siderastrea_09767	K07497
Siderastrea_12204	K12854
Siderastrea_09270	K07890
Siderastrea_16134	K05312
Siderastrea_16079	K05643
Siderastrea_01076	K10638
Siderastrea_15496	K01201
Siderastrea_01457	K05724
Siderastrea_16649	K03781
Siderastrea_16100	K10593
Siderastrea_01901	K13298
Siderastrea_12956	K10656
Siderastrea_05627	K04706
Siderastrea_06242	K10408
Siderastrea_17557	K02375
Siderastrea_01739	K06709
Siderastrea_02413	K20197
Siderastrea_12107	K00981
Siderastrea_08315	K07497
Siderastrea_12688	K10661
Siderastrea_18477	K05312
Siderastrea_02290	K08337
Siderastrea_11427	K05087
Siderastrea_14813	K16476
Siderastrea_17695	K04377
Siderastrea_01188	K04377
Siderastrea_15382	K06115
Siderastrea_07976	K02327
Siderastrea_14496	K23795
Siderastrea_06275	K10592
Siderastrea_01478	K15276
Siderastrea_10603	K00102
Siderastrea_06041	K17925
Siderastrea_01943	K20163
Siderastrea_14680	K00750
Siderastrea_00858	K14792
Siderastrea_08674	K12384
Siderastrea_00468	K10408
Siderastrea_06822	K20183
Siderastrea_12171	K13161
Siderastrea_02515	K20994
Siderastrea_17054	K17759
Siderastrea_13770	K03175
Siderastrea_11699	K06627
Siderastrea_16786	K24125
Siderastrea_06332	K00939
Siderastrea_00999	K24469
Siderastrea_01347	K10408
Siderastrea_14997	K06254
Siderastrea_05888	K10695
Siderastrea_02328	K22862
Siderastrea_06668	K06825
Siderastrea_11349	K11265
Siderastrea_00052	K07232
Siderastrea_00201	K15779
Siderastrea_03886	K13624
Siderastrea_01340	K09448
Siderastrea_07505	K01349
Siderastrea_11267	K08745
Siderastrea_18496	K08568
Siderastrea_06196	K14338
Siderastrea_09493	K21734
Siderastrea_07057	K00923
Siderastrea_12203	K08439
Siderastrea_00830	K11843
Siderastrea_07914	K10408
Siderastrea_13702	K08707
Siderastrea_09702	K15297
Siderastrea_16540	K04450
Siderastrea_16433	K11650
Siderastrea_13122	K20795
Siderastrea_14662	K24502
Siderastrea_03514	K17266
Siderastrea_18399	K12842
Siderastrea_07381	K05701
Siderastrea_09092	K17079
Siderastrea_04269	K05665
Siderastrea_06804	K11140
Siderastrea_05619	K24822
Siderastrea_14922	K08745
Siderastrea_10191	K17491
Siderastrea_03820	K10645
Siderastrea_15963	K25548
Siderastrea_12777	K23718
Siderastrea_19071	K07497
Siderastrea_14405	K02350
Siderastrea_14990	K06753
Siderastrea_08435	K18533
Siderastrea_05503	K01869
Siderastrea_10487	K04988
Siderastrea_19024	K04382
Siderastrea_05107	K21392
Siderastrea_08500	K16175
Siderastrea_07006	K12813
Siderastrea_06451	K13645
Siderastrea_09257	K01369
Siderastrea_06708	K08851
Siderastrea_07483	K10407
Siderastrea_04229	K13190
Siderastrea_16606	K02951
Siderastrea_08690	K05012
Siderastrea_15690	K03063
Siderastrea_13057	K20221
Siderastrea_17649	K04501
Siderastrea_05744	K05220
Siderastrea_17028	K06115
Siderastrea_12054	K02918
Siderastrea_02693	K16848
Siderastrea_07930	K24519
Siderastrea_13434	K12735
Siderastrea_13964	K12820
Siderastrea_01952	K00445
Siderastrea_03997	K07393
Siderastrea_05997	K20298
Siderastrea_17069	K09396
Siderastrea_18063	K11307
Siderastrea_19131	K25441
Siderastrea_10791	K04646
Siderastrea_14418	K23994
Siderastrea_09572	K03097
Siderastrea_18332	K03173
Siderastrea_02731	K14780
Siderastrea_14862	K15837
Siderastrea_11259	K11590
Siderastrea_08449	K08585
Siderastrea_18563	K24929
Siderastrea_09741	K24734
Siderastrea_14534	K01135
Siderastrea_17836	K24223
Siderastrea_18776	K02993
Siderastrea_13423	K12373
Siderastrea_11889	K00699
Siderastrea_08508	K00522
Siderastrea_18315	K13148
Siderastrea_08863	K20103
Siderastrea_11988	K11428
Siderastrea_17316	K18405
Siderastrea_04809	K20160
Siderastrea_10883	K14007
Siderastrea_15094	K04511
Siderastrea_18649	K24786
Siderastrea_12432	K15979
Siderastrea_06473	K22211
Siderastrea_10849	K24227
Siderastrea_08348	K19671
Siderastrea_12909	K13348
Siderastrea_05218	K03462
Siderastrea_02872	K14411
Siderastrea_17578	K11862
Siderastrea_10931	K09632
Siderastrea_06701	K14689
Siderastrea_01796	K04715
Siderastrea_07157	K08900
Siderastrea_16418	K18460
Siderastrea_07611	K06083
Siderastrea_10338	K09368
Siderastrea_03804	K22754
Siderastrea_09883	K03509
Siderastrea_13985	K12172
Siderastrea_04526	K08859
Siderastrea_05799	K05702
Siderastrea_00619	K04393
Siderastrea_11119	K08190
Siderastrea_16957	K07204
Siderastrea_16488	K20306
Siderastrea_03552	K07497
Siderastrea_11307	K13807
Siderastrea_07243	K18270
Siderastrea_04293	K08798
Siderastrea_12228	K02964
Siderastrea_16203	K00456
Siderastrea_10851	K07497
Siderastrea_09064	K09608
Siderastrea_05672	K09680
Siderastrea_16198	K10408
Siderastrea_10741	K02367
Siderastrea_01544	K12827
Siderastrea_11755	K11450
Siderastrea_07136	K03844
Siderastrea_13320	K25701
Siderastrea_17743	K24936
Siderastrea_04127	K04513
Siderastrea_16771	K07874
Siderastrea_10106	K15633
Siderastrea_15686	K03124
Siderastrea_14242	K22390
Siderastrea_17940	K10408
Siderastrea_14757	K17689
Siderastrea_15967	K07497
Siderastrea_11666	K04437
Siderastrea_16598	K11163
Siderastrea_14136	K25700
Siderastrea_17987	K00315
Siderastrea_02653	K18134
Siderastrea_17042	K04650
Siderastrea_10768	K06243
Siderastrea_14039	K02184
Siderastrea_00152	K17915
Siderastrea_15424	K24734
Siderastrea_06401	K18561
Siderastrea_17521	K11367
Siderastrea_03591	K22555
Siderastrea_12555	K05692
Siderastrea_01914	K13412
Siderastrea_00465	K11251
Siderastrea_14068	K01870
Siderastrea_05912	K13251
Siderastrea_06747	K22659
Siderastrea_02762	K01952
Siderastrea_09008	K14538
Siderastrea_04582	K03068
Siderastrea_16188	K20225
Siderastrea_04970	K24759
Siderastrea_17123	K00261
Siderastrea_04483	K23435
Siderastrea_15066	K25426
Siderastrea_09904	K00108
Siderastrea_07835	K06626
Siderastrea_15856	K17907
Siderastrea_13329	K06114
Siderastrea_17827	K17301
Siderastrea_18280	K06643
Siderastrea_08495	K01966
Siderastrea_10110	K00111
Siderastrea_17364	K06711
Siderastrea_15845	K07562
Siderastrea_00318	K14688
Siderastrea_11633	K12309
Siderastrea_15175	K16465
Siderastrea_17614	K19496
Siderastrea_15071	K17341
Siderastrea_17617	K20795
Siderastrea_12570	K20126
Siderastrea_18795	K20401
Siderastrea_05701	K06754
Siderastrea_01435	K13525
Siderastrea_04983	K25700
Siderastrea_04089	K09498
Siderastrea_02797	K06185
Siderastrea_00826	K06679
Siderastrea_09108	K00799
Siderastrea_18853	K12483
Siderastrea_08602	K24734
Siderastrea_00951	K16569
Siderastrea_06851	K01953
Siderastrea_04429	K12879
Siderastrea_12934	K24675
Siderastrea_07496	K10408
Siderastrea_16856	K12040
Siderastrea_02559	K12439
Siderastrea_16846	K17597
Siderastrea_03167	K12968
Siderastrea_14310	K22615
Siderastrea_17953	K10356
Siderastrea_07424	K03068
Siderastrea_06801	K07203
Siderastrea_00884	K10624
Siderastrea_09142	K06532
Siderastrea_08746	K02940
Siderastrea_14428	K08206
Siderastrea_10010	K10380
Siderastrea_15051	K23901
Siderastrea_17352	K05046
Siderastrea_10177	K24223
Siderastrea_00357	K08881
Siderastrea_03812	K04077
Siderastrea_04579	K17479
Siderastrea_01932	K13865
Siderastrea_04348	K04443
Siderastrea_17222	K00106
Siderastrea_09932	K07963
Siderastrea_12024	K09553
Siderastrea_03896	K20649
Siderastrea_04308	K00508
Siderastrea_05118	K22125
Siderastrea_06312	K10349
Siderastrea_00122	K06699
Siderastrea_18722	K10408
Siderastrea_06358	K07203
Siderastrea_18631	K26219
Siderastrea_12577	K06184
Siderastrea_11606	K22754
Siderastrea_08402	K24936
Siderastrea_09679	K13098
Siderastrea_14900	K01206
Siderastrea_15533	K09533
Siderastrea_17592	K24936
Siderastrea_11641	K01187
Siderastrea_04833	K10266
Siderastrea_01116	K16763
Siderastrea_16259	K12604
Siderastrea_18465	K18533
Siderastrea_19212	K10594
Siderastrea_16811	K09498
Siderastrea_05708	K19995
Siderastrea_02788	K10415
Siderastrea_03472	K17302
Siderastrea_14646	K20242
Siderastrea_08833	K07359
Siderastrea_10544	K11835
Siderastrea_14519	K06691
Siderastrea_10028	K07151
Siderastrea_01193	K00461
Siderastrea_19251	K09494
Siderastrea_14435	K25552
Siderastrea_15375	K17341
Siderastrea_02757	K23677
Siderastrea_01255	K16532
Siderastrea_08793	K10642
Siderastrea_18973	K10408
Siderastrea_01259	K00688
Siderastrea_17435	K25004
Siderastrea_14273	K00457
Siderastrea_13685	K00665
Siderastrea_07945	K00106
Siderastrea_15755	K08865
Siderastrea_06830	K16857
Siderastrea_16886	K18628
Siderastrea_00683	K10595
Siderastrea_07794	K17861
Siderastrea_18457	K04612
Siderastrea_00193	K22754
Siderastrea_00280	K05762
Siderastrea_12245	K15172
Siderastrea_19192	K10325
Siderastrea_01587	K19677
Siderastrea_01629	K09309
Siderastrea_15162	K20299
Siderastrea_10000	K18529
Siderastrea_11683	K17341
Siderastrea_18324	K10408
Siderastrea_12160	K10408
Siderastrea_01099	K13254
Siderastrea_07279	K04550
Siderastrea_11896	K12495
Siderastrea_03262	K08582
Siderastrea_10003	K07880
Siderastrea_04817	K03061
Siderastrea_07393	K10380
Siderastrea_08752	K19656
Siderastrea_09709	K08515
Siderastrea_01166	K17608
Siderastrea_00296	K24183
Siderastrea_16661	K09848
Siderastrea_03013	K07497
Siderastrea_00311	K10592
Siderastrea_07210	K11266
Siderastrea_18810	K05398
Siderastrea_06075	K01530
Siderastrea_02521	K00106
Siderastrea_18796	K15503
Siderastrea_18450	K22403
Siderastrea_17055	K10408
Siderastrea_08267	K11644
Siderastrea_11009	K25700
Siderastrea_01157	K20051
Siderastrea_03963	K07151
Siderastrea_08361	K17501
Siderastrea_09730	K10586
Siderastrea_05458	K13341
Siderastrea_10168	K04681
Siderastrea_07462	K05853
Siderastrea_03964	K23717
Siderastrea_01109	K09395
Siderastrea_11037	K18622
Siderastrea_06424	K13861
Siderastrea_02128	K23958
Siderastrea_10833	K00746
Siderastrea_09042	K17307
Siderastrea_13036	K17253
Siderastrea_10059	K00573
Siderastrea_13820	K18398
Siderastrea_07827	K04628
Siderastrea_17475	K03392
Siderastrea_02107	K11323
Siderastrea_00941	K25704
Siderastrea_07657	K02705
Siderastrea_03238	K04239
Siderastrea_13585	K02295
Siderastrea_02439	K14573
Siderastrea_04013	K12026
Siderastrea_04828	K21852
Siderastrea_06414	K10408
Siderastrea_02215	K03654
Siderastrea_12291	K11824
Siderastrea_16834	K24991
Siderastrea_01402	K04398
Siderastrea_05681	K18400
Siderastrea_14987	K11251
Siderastrea_15440	K08883
Siderastrea_14461	K19952
Siderastrea_15471	K00318
Siderastrea_19145	K08046
Siderastrea_01080	K07293
Siderastrea_04012	K09485
Siderastrea_12067	K24964
Siderastrea_03479	K25081
Siderastrea_11750	K02187
Siderastrea_18652	K05700
Siderastrea_07855	K03654
Siderastrea_09326	K14944
Siderastrea_13236	K00088
Siderastrea_12982	K12400
Siderastrea_17207	K10362
Siderastrea_01974	K15682
Siderastrea_14234	K10175
Siderastrea_15207	K02983
Siderastrea_07926	K08635
Siderastrea_10465	K16466
Siderastrea_12545	K15695
Siderastrea_02281	K04445
Siderastrea_07050	K09346
Siderastrea_04791	K02978
Siderastrea_00510	K01206
Siderastrea_10336	K02983
Siderastrea_08813	K08830
Siderastrea_00768	K09553
Siderastrea_11486	K10251
Siderastrea_12230	K11463
Siderastrea_11394	K08292
Siderastrea_16123	K10624
Siderastrea_18348	K07376
Siderastrea_13124	K14000
Siderastrea_06985	K01428
Siderastrea_11932	K16452
Siderastrea_04052	K13184
Siderastrea_11847	K10595
Siderastrea_10297	K03120
Siderastrea_05610	K12856
Siderastrea_18134	K05181
Siderastrea_16395	K16687
Siderastrea_07329	K04417
Siderastrea_18385	K09224
Siderastrea_10951	K10435
Siderastrea_12673	K05695
Siderastrea_16631	K18663
Siderastrea_02245	K18595
Siderastrea_04328	K04981
Siderastrea_17253	K03660
Siderastrea_06669	K05643
Siderastrea_13609	K06027
Siderastrea_16927	K23820
Siderastrea_13844	K07497
Siderastrea_02166	K09606
Siderastrea_12719	K12812
Siderastrea_08546	K08653
Siderastrea_10478	K06114
Siderastrea_05024	K08134
Siderastrea_00776	K11253
Siderastrea_08187	K15363
Siderastrea_07275	K00949
Siderastrea_14669	K07874
Siderastrea_08084	K10349
Siderastrea_10586	K20193
Siderastrea_10403	K09289
Siderastrea_00992	K03243
Siderastrea_12321	K11529
Siderastrea_11336	K11291
Siderastrea_07224	K00451
Siderastrea_07142	K12818
Siderastrea_03348	K15015
Siderastrea_18015	K06082
Siderastrea_06324	K14416
Siderastrea_09879	K15190
Siderastrea_13144	K03006
Siderastrea_12341	K10691
Siderastrea_17070	K05312
Siderastrea_03538	K08892
Siderastrea_16315	K01408
Siderastrea_15313	K23883
Siderastrea_10305	K17936
Siderastrea_03298	K17399
Siderastrea_08407	K01530
Siderastrea_14607	K18669
Siderastrea_13310	K14720
Siderastrea_06114	K13336
Siderastrea_12841	K03254
Siderastrea_02980	K03885
Siderastrea_14376	K14310
Siderastrea_10680	K00252
Siderastrea_09874	K01663
Siderastrea_16064	K15409
Siderastrea_03315	K09187
Siderastrea_16107	K16531
Siderastrea_19167	K04514
Siderastrea_01179	K05767
Siderastrea_16697	K17570
Siderastrea_03871	K13211
Siderastrea_05934	K01365
Siderastrea_16110	K17341
Siderastrea_05838	K19527
Siderastrea_05890	K04368
Siderastrea_02974	K07497
Siderastrea_14159	K08776
Siderastrea_15480	K16288
Siderastrea_04774	K09624
Siderastrea_09857	K07497
Siderastrea_04581	K16939
Siderastrea_08946	K11406
Siderastrea_17441	K22262
Siderastrea_01399	K05641
Siderastrea_03087	K03768
Siderastrea_15587	K17916
Siderastrea_16276	K18592
Siderastrea_18571	K14427
Siderastrea_17657	K12898
Siderastrea_17854	K21066
Siderastrea_08667	K22754
Siderastrea_18591	K19906
Siderastrea_02238	K04930
Siderastrea_10524	K00382
Siderastrea_07861	K14213
Siderastrea_14953	K19499
Siderastrea_11013	K15615
Siderastrea_08569	K14684
Siderastrea_18807	K10408
Siderastrea_03852	K11973
Siderastrea_02316	K06990
Siderastrea_15512	K18123
Siderastrea_07314	K06114
Siderastrea_10689	K10691
Siderastrea_13256	K24936
Siderastrea_13334	K17686
Siderastrea_16274	K01223
Siderastrea_03787	K18442
Siderastrea_10234	K07497
Siderastrea_18869	K20184
Siderastrea_09897	K04352
Siderastrea_14045	K04348
Siderastrea_07107	K09649
Siderastrea_10666	K13141
Siderastrea_11286	K10695
Siderastrea_00790	K07763
Siderastrea_00395	K23893
Siderastrea_00236	K09584
Siderastrea_09777	K14290
Siderastrea_17876	K23380
Siderastrea_09567	K23334
Siderastrea_13973	K11529
Siderastrea_01919	K18757
Siderastrea_11371	K08824
Siderastrea_14088	K00665
Siderastrea_13743	K03238
Siderastrea_01420	K07611
Siderastrea_06620	K15122
Siderastrea_15826	K10846
Siderastrea_07602	K03798
Siderastrea_13187	K16744
Siderastrea_02286	K20644
Siderastrea_19170	K07497
Siderastrea_17550	K11087
Siderastrea_00275	K03347
Siderastrea_15330	K13912
Siderastrea_19234	K04564
Siderastrea_17382	K00383
Siderastrea_18098	K12488
Siderastrea_06023	K04712
Siderastrea_15431	K08031
Siderastrea_03196	K02737
Siderastrea_09204	K17921
Siderastrea_07705	K09305
Siderastrea_18261	K01444
Siderastrea_04457	K01408
Siderastrea_00092	K03362
Siderastrea_04738	K01596
Siderastrea_02027	K17592
Siderastrea_12697	K14006
Siderastrea_08627	K11418
Siderastrea_17802	K18655
Siderastrea_02272	K07497
Siderastrea_14658	K23544
Siderastrea_14344	K12811
Siderastrea_14241	K17592
Siderastrea_16625	K08991
Siderastrea_10446	K25358
Siderastrea_05771	K25168
Siderastrea_04464	K19326
Siderastrea_09713	K24682
Siderastrea_01980	K08341
Siderastrea_04839	K07903
Siderastrea_02083	K12559
Siderastrea_00069	K23387
Siderastrea_13836	K10408
Siderastrea_04716	K00940
Siderastrea_03416	K20363
Siderastrea_15832	K10408
Siderastrea_12960	K01940
Siderastrea_05496	K06630
Siderastrea_07378	K12852
Siderastrea_12281	K16175
Siderastrea_02869	K14708
Siderastrea_16717	K08827
Siderastrea_09358	K24936
Siderastrea_03424	K14610
Siderastrea_04562	K17087
Siderastrea_10673	K00488
Siderastrea_15107	K10595
Siderastrea_04757	K25358
Siderastrea_00844	K10756
Siderastrea_04636	K01870
Siderastrea_14471	K00948
Siderastrea_11418	K09410
Siderastrea_02396	K16763
Siderastrea_10985	K02981
Siderastrea_18644	K03002
Siderastrea_02034	K19832
Siderastrea_12969	K14317
Siderastrea_06649	K20222
Siderastrea_00579	K24835
Siderastrea_00590	K08834
Siderastrea_07194	K01392
Siderastrea_17036	K14676
Siderastrea_03743	K06110
Siderastrea_07038	K04437
Siderastrea_12755	K15109
Siderastrea_05571	K00787
Siderastrea_17754	K00616
Siderastrea_08898	K12231
Siderastrea_08115	K24537
Siderastrea_03468	K00939
Siderastrea_18887	K18441
Siderastrea_18720	K05613
Siderastrea_07183	K07964
Siderastrea_00572	K05285
Siderastrea_09196	K18405
Siderastrea_07199	K04534
Siderastrea_10155	K14643
Siderastrea_12912	K04892
Siderastrea_00724	K16507
Siderastrea_00520	K00031
Siderastrea_07897	K14005
Siderastrea_04684	K08547
Siderastrea_07123	K10641
Siderastrea_06365	K12815
Siderastrea_01244	K03136
Siderastrea_05645	K03163
Siderastrea_15697	K24822
Siderastrea_03739	K11807
Siderastrea_07890	K09098
Siderastrea_13632	K14835
Siderastrea_04413	K13293
Siderastrea_18764	K10570
Siderastrea_16578	K07048
Siderastrea_01650	K25139
Siderastrea_07866	K23802
Siderastrea_01619	K03654
Siderastrea_16286	K22069
Siderastrea_07023	K14696
Siderastrea_08639	K06252
Siderastrea_05082	K24427
Siderastrea_00551	K06630
Siderastrea_18712	K23343
Siderastrea_19001	K04533
Siderastrea_02843	K24173
Siderastrea_00589	K09500
Siderastrea_02360	K11824
Siderastrea_04430	K15162
Siderastrea_10207	K17502
Siderastrea_06607	K17570
Siderastrea_06833	K07378
Siderastrea_16737	K10143
Siderastrea_17432	K17494
Siderastrea_08240	K01388
Siderastrea_04403	K17302
Siderastrea_15803	K10595
Siderastrea_13892	K18622
Siderastrea_14991	K06816
Siderastrea_12490	K01102
Siderastrea_18026	K13207
Siderastrea_17152	K21991
Siderastrea_03187	K00626
Siderastrea_16220	K01530
Siderastrea_00883	K04498
Siderastrea_07091	K07950
Siderastrea_11570	K05650
Siderastrea_06026	K04984
Siderastrea_12146	K14389
Siderastrea_01669	K12739
Siderastrea_01334	K24337
Siderastrea_04953	K01428
Siderastrea_04603	K17925
Siderastrea_01721	K19721
Siderastrea_18228	K25615
Siderastrea_01064	K14860
Siderastrea_05618	K18592
Siderastrea_17898	K15292
Siderastrea_18558	K15719
Siderastrea_16516	K06067
Siderastrea_15972	K15332
Siderastrea_09308	K06564
Siderastrea_16214	K03665
Siderastrea_14458	K13863
Siderastrea_11333	K07379
Siderastrea_04200	K19029
Siderastrea_03168	K11447
Siderastrea_09185	K07874
Siderastrea_14632	K06252
Siderastrea_19174	K20045
Siderastrea_01560	K10691
Siderastrea_14255	K14966
Siderastrea_14018	K22858
Siderastrea_06037	K13181
Siderastrea_07043	K13165
Siderastrea_04273	K12559
Siderastrea_11760	K22366
Siderastrea_05564	K19352
Siderastrea_11241	K25546
Siderastrea_06444	K00693
Siderastrea_13650	K10296
Siderastrea_06477	K01379
Siderastrea_19081	K19600
Siderastrea_00042	K25704
Siderastrea_18682	K02330
Siderastrea_08166	K24936
Siderastrea_00330	K13190
Siderastrea_06127	K08292
Siderastrea_16994	K06066
Siderastrea_05555	K10382
Siderastrea_02951	K18465
Siderastrea_01829	K15255
Siderastrea_18551	K00111
Siderastrea_17518	K02985
Siderastrea_03917	K05313
Siderastrea_07887	K05126
Siderastrea_09251	K06792
Siderastrea_14162	K19754
Siderastrea_03034	K10643
Siderastrea_11464	K01908
Siderastrea_14283	K18263
Siderastrea_15524	K19511
Siderastrea_09054	K00059
Siderastrea_03766	K10408
Siderastrea_05663	K18066
Siderastrea_07751	K06070
Siderastrea_12012	K15255
Siderastrea_10729	K12311
Siderastrea_04330	K15731
Siderastrea_05145	K08654
Siderastrea_13380	K02677
Siderastrea_02700	K06589
Siderastrea_18820	K00029
Siderastrea_09573	K00814
Siderastrea_11381	K22754
Siderastrea_09378	K01349
Siderastrea_12319	K02128
Siderastrea_07819	K10398
Siderastrea_08078	K15180
Siderastrea_08249	K24938
Siderastrea_04787	K16536
Siderastrea_15275	K17336
Siderastrea_05239	K00600
Siderastrea_10726	K14676
Siderastrea_06396	K24792
Siderastrea_14695	K05749
Siderastrea_16154	K23858
Siderastrea_15666	K06560
Siderastrea_16894	K01634
Siderastrea_07882	K09498
Siderastrea_16817	K24997
Siderastrea_12310	K11492
Siderastrea_16648	K10365
Siderastrea_08421	K17689
Siderastrea_08922	K08214
Siderastrea_05699	K02635
Siderastrea_16794	K24225
Siderastrea_03358	K24674
Siderastrea_00922	K04416
Siderastrea_18525	K22282
Siderastrea_17870	K14388
Siderastrea_06775	K07497
Siderastrea_11619	K12035
Siderastrea_14005	K18644
Siderastrea_11829	K05236
Siderastrea_04165	K00922
