Ssiderea30_c0_seq1	Ssiderea30
Ssiderea261765_c0_seq7	Ssiderea261765
Ssiderea261765_c0_seq8	Ssiderea261765
Ssiderea261765_c0_seq9	Ssiderea261765
Ssiderea261765_c0_seq10	Ssiderea261765
Ssiderea261765_c0_seq11	Ssiderea261765
Ssiderea261765_c0_seq13	Ssiderea261765
Ssiderea261765_c0_seq14	Ssiderea261765
Ssiderea261765_c0_seq15	Ssiderea261765
Ssiderea261765_c0_seq18	Ssiderea261765
Ssiderea261765_c0_seq21	Ssiderea261765
Ssiderea261766_c0_seq3	Ssiderea261766
Ssiderea261766_c0_seq11	Ssiderea261766
Ssiderea261766_c0_seq13	Ssiderea261766
Ssiderea261767_c0_seq1	Ssiderea261767
Ssiderea261767_c0_seq2	Ssiderea261767
Ssiderea261767_c0_seq4	Ssiderea261767
Ssiderea261767_c0_seq5	Ssiderea261767
Ssiderea261767_c0_seq6	Ssiderea261767
Ssiderea261767_c0_seq7	Ssiderea261767
Ssiderea261767_c0_seq8	Ssiderea261767
Ssiderea261768_c0_seq1	Ssiderea261768
Ssiderea261770_c0_seq1	Ssiderea261770
Ssiderea261770_c0_seq3	Ssiderea261770
Ssiderea261770_c0_seq6	Ssiderea261770
Ssiderea261770_c0_seq7	Ssiderea261770
Ssiderea261770_c0_seq8	Ssiderea261770
Ssiderea261771_c3_seq1	Ssiderea261771
Ssiderea261771_c3_seq2	Ssiderea261771
Ssiderea261771_c3_seq7	Ssiderea261771
Ssiderea261771_c3_seq9	Ssiderea261771
Ssiderea261772_c0_seq1	Ssiderea261772
Ssiderea261772_c0_seq2	Ssiderea261772
Ssiderea261772_c0_seq3	Ssiderea261772
Ssiderea261772_c0_seq4	Ssiderea261772
Ssiderea261774_c0_seq2	Ssiderea261774
Ssiderea261780_c0_seq4	Ssiderea261780
Ssiderea261780_c0_seq6	Ssiderea261780
Ssiderea261782_c0_seq2	Ssiderea261782
Ssiderea261783_c0_seq1	Ssiderea261783
Ssiderea261784_c0_seq1	Ssiderea261784
Ssiderea261784_c0_seq2	Ssiderea261784
Ssiderea261784_c0_seq3	Ssiderea261784
Ssiderea261784_c0_seq4	Ssiderea261784
Ssiderea261785_c1_seq1	Ssiderea261785
Ssiderea261785_c1_seq2	Ssiderea261785
Ssiderea261786_c1_seq1	Ssiderea261786
Ssiderea261786_c1_seq2	Ssiderea261786
Ssiderea261786_c1_seq4	Ssiderea261786
Ssiderea261786_c1_seq5	Ssiderea261786
Ssiderea261786_c1_seq6	Ssiderea261786
Ssiderea261786_c1_seq7	Ssiderea261786
Ssiderea261786_c1_seq8	Ssiderea261786
Ssiderea261786_c1_seq9	Ssiderea261786
Ssiderea261786_c1_seq10	Ssiderea261786
Ssiderea261786_c1_seq11	Ssiderea261786
Ssiderea261786_c1_seq13	Ssiderea261786
Ssiderea261786_c1_seq15	Ssiderea261786
Ssiderea261788_c0_seq1	Ssiderea261788
Ssiderea261789_c0_seq1	Ssiderea261789
Ssiderea261789_c0_seq2	Ssiderea261789
Ssiderea261791_c0_seq1	Ssiderea261791
Ssiderea261791_c0_seq2	Ssiderea261791
Ssiderea261791_c0_seq4	Ssiderea261791
Ssiderea261792_c0_seq1	Ssiderea261792
Ssiderea261792_c0_seq2	Ssiderea261792
Ssiderea261792_c0_seq3	Ssiderea261792
Ssiderea261792_c0_seq4	Ssiderea261792
Ssiderea261792_c0_seq6	Ssiderea261792
Ssiderea261793_c0_seq1	Ssiderea261793
Ssiderea261794_c0_seq1	Ssiderea261794
Ssiderea261794_c0_seq3	Ssiderea261794
Ssiderea261794_c0_seq5	Ssiderea261794
Ssiderea261794_c0_seq7	Ssiderea261794
Ssiderea261794_c0_seq10	Ssiderea261794
Ssiderea261794_c0_seq12	Ssiderea261794
Ssiderea261796_c0_seq4	Ssiderea261796
Ssiderea261796_c0_seq8	Ssiderea261796
Ssiderea261797_c0_seq1	Ssiderea261797
Ssiderea261801_c0_seq1	Ssiderea261801
Ssiderea261801_c0_seq2	Ssiderea261801
Ssiderea261801_c0_seq3	Ssiderea261801
Ssiderea261801_c0_seq4	Ssiderea261801
Ssiderea261801_c0_seq5	Ssiderea261801
Ssiderea261801_c0_seq6	Ssiderea261801
Ssiderea261801_c0_seq7	Ssiderea261801
Ssiderea261801_c0_seq9	Ssiderea261801
Ssiderea261801_c0_seq10	Ssiderea261801
Ssiderea261802_c1_seq1	Ssiderea261802
Ssiderea261802_c1_seq3	Ssiderea261802
Ssiderea261803_c0_seq1	Ssiderea261803
Ssiderea261803_c0_seq3	Ssiderea261803
Ssiderea261803_c0_seq4	Ssiderea261803
Ssiderea261803_c0_seq9	Ssiderea261803
Ssiderea261803_c0_seq11	Ssiderea261803
Ssiderea261803_c0_seq12	Ssiderea261803
Ssiderea261803_c0_seq14	Ssiderea261803
Ssiderea261803_c0_seq16	Ssiderea261803
Ssiderea261803_c0_seq17	Ssiderea261803
Ssiderea261803_c0_seq19	Ssiderea261803
Ssiderea261803_c0_seq22	Ssiderea261803
Ssiderea261803_c0_seq23	Ssiderea261803
Ssiderea261803_c0_seq26	Ssiderea261803
Ssiderea261803_c0_seq29	Ssiderea261803
Ssiderea261803_c0_seq31	Ssiderea261803
Ssiderea261803_c0_seq33	Ssiderea261803
Ssiderea261803_c0_seq34	Ssiderea261803
Ssiderea261805_c0_seq3	Ssiderea261805
Ssiderea261805_c0_seq4	Ssiderea261805
Ssiderea261807_c0_seq3	Ssiderea261807
Ssiderea261807_c0_seq5	Ssiderea261807
Ssiderea261808_c0_seq1	Ssiderea261808
Ssiderea261808_c0_seq4	Ssiderea261808
Ssiderea261808_c0_seq6	Ssiderea261808
Ssiderea261808_c0_seq7	Ssiderea261808
Ssiderea261810_c2_seq1	Ssiderea261810
Ssiderea261810_c2_seq2	Ssiderea261810
Ssiderea261810_c2_seq3	Ssiderea261810
Ssiderea261810_c2_seq4	Ssiderea261810
Ssiderea261810_c2_seq5	Ssiderea261810
Ssiderea261810_c2_seq6	Ssiderea261810
Ssiderea261810_c2_seq7	Ssiderea261810
Ssiderea261810_c2_seq9	Ssiderea261810
Ssiderea261811_c0_seq2	Ssiderea261811
Ssiderea261811_c0_seq8	Ssiderea261811
Ssiderea261813_c0_seq2	Ssiderea261813
Ssiderea261813_c0_seq3	Ssiderea261813
Ssiderea261814_c0_seq1	Ssiderea261814
Ssiderea261814_c1_seq1	Ssiderea261814
Ssiderea261815_c1_seq1	Ssiderea261815
Ssiderea261815_c1_seq2	Ssiderea261815
Ssiderea261815_c1_seq3	Ssiderea261815
Ssiderea261815_c1_seq4	Ssiderea261815
Ssiderea261815_c1_seq5	Ssiderea261815
Ssiderea261815_c1_seq12	Ssiderea261815
Ssiderea261815_c1_seq15	Ssiderea261815
Ssiderea261818_c0_seq1	Ssiderea261818
Ssiderea261818_c0_seq2	Ssiderea261818
Ssiderea261819_c0_seq2	Ssiderea261819
Ssiderea261820_c0_seq2	Ssiderea261820
Ssiderea261821_c1_seq1	Ssiderea261821
Ssiderea261821_c1_seq2	Ssiderea261821
Ssiderea261822_c0_seq4	Ssiderea261822
Ssiderea261822_c0_seq8	Ssiderea261822
Ssiderea261823_c0_seq1	Ssiderea261823
Ssiderea261823_c0_seq2	Ssiderea261823
Ssiderea261823_c0_seq3	Ssiderea261823
Ssiderea261823_c0_seq4	Ssiderea261823
Ssiderea261823_c0_seq5	Ssiderea261823
Ssiderea261823_c0_seq8	Ssiderea261823
Ssiderea261823_c0_seq9	Ssiderea261823
Ssiderea261824_c0_seq1	Ssiderea261824
Ssiderea261824_c0_seq3	Ssiderea261824
Ssiderea261824_c0_seq4	Ssiderea261824
Ssiderea261824_c0_seq6	Ssiderea261824
Ssiderea261825_c0_seq2	Ssiderea261825
Ssiderea261825_c0_seq3	Ssiderea261825
Ssiderea261825_c0_seq5	Ssiderea261825
Ssiderea261825_c0_seq7	Ssiderea261825
Ssiderea261826_c1_seq1	Ssiderea261826
Ssiderea261826_c1_seq2	Ssiderea261826
Ssiderea261826_c1_seq3	Ssiderea261826
Ssiderea261826_c1_seq4	Ssiderea261826
Ssiderea261828_c0_seq2	Ssiderea261828
Ssiderea261828_c0_seq3	Ssiderea261828
Ssiderea261828_c0_seq4	Ssiderea261828
Ssiderea261831_c1_seq1	Ssiderea261831
Ssiderea261831_c1_seq2	Ssiderea261831
Ssiderea261831_c1_seq3	Ssiderea261831
Ssiderea261831_c1_seq6	Ssiderea261831
Ssiderea261831_c1_seq7	Ssiderea261831
Ssiderea261831_c1_seq8	Ssiderea261831
Ssiderea261831_c1_seq9	Ssiderea261831
Ssiderea261831_c1_seq10	Ssiderea261831
Ssiderea261833_c0_seq4	Ssiderea261833
Ssiderea261833_c0_seq12	Ssiderea261833
Ssiderea261834_c0_seq1	Ssiderea261834
Ssiderea261835_c0_seq1	Ssiderea261835
Ssiderea261835_c0_seq2	Ssiderea261835
Ssiderea261839_c0_seq1	Ssiderea261839
Ssiderea261839_c0_seq2	Ssiderea261839
Ssiderea261839_c0_seq3	Ssiderea261839
Ssiderea261839_c0_seq4	Ssiderea261839
Ssiderea261839_c0_seq5	Ssiderea261839
Ssiderea261839_c0_seq6	Ssiderea261839
Ssiderea261839_c0_seq8	Ssiderea261839
Ssiderea261839_c0_seq9	Ssiderea261839
Ssiderea261839_c0_seq10	Ssiderea261839
Ssiderea261839_c0_seq11	Ssiderea261839
Ssiderea261839_c0_seq12	Ssiderea261839
Ssiderea261839_c0_seq13	Ssiderea261839
Ssiderea261839_c0_seq14	Ssiderea261839
Ssiderea261839_c0_seq15	Ssiderea261839
Ssiderea261839_c0_seq16	Ssiderea261839
Ssiderea261839_c0_seq17	Ssiderea261839
Ssiderea261840_c0_seq1	Ssiderea261840
Ssiderea261840_c0_seq3	Ssiderea261840
Ssiderea261842_c3_seq2	Ssiderea261842
Ssiderea261842_c3_seq4	Ssiderea261842
Ssiderea261842_c3_seq6	Ssiderea261842
Ssiderea261842_c3_seq9	Ssiderea261842
Ssiderea261844_c0_seq1	Ssiderea261844
Ssiderea261844_c0_seq2	Ssiderea261844
Ssiderea261844_c0_seq3	Ssiderea261844
Ssiderea261845_c0_seq1	Ssiderea261845
Ssiderea261845_c0_seq2	Ssiderea261845
Ssiderea261845_c0_seq3	Ssiderea261845
Ssiderea261845_c0_seq4	Ssiderea261845
Ssiderea261845_c0_seq6	Ssiderea261845
Ssiderea261845_c0_seq7	Ssiderea261845
Ssiderea261845_c0_seq8	Ssiderea261845
Ssiderea261849_c0_seq1	Ssiderea261849
Ssiderea261849_c0_seq2	Ssiderea261849
Ssiderea261849_c0_seq3	Ssiderea261849
Ssiderea261849_c0_seq4	Ssiderea261849
Ssiderea261852_c0_seq1	Ssiderea261852
Ssiderea261852_c0_seq2	Ssiderea261852
Ssiderea261852_c0_seq4	Ssiderea261852
Ssiderea261852_c0_seq5	Ssiderea261852
Ssiderea261852_c0_seq6	Ssiderea261852
Ssiderea261852_c0_seq7	Ssiderea261852
Ssiderea261852_c0_seq8	Ssiderea261852
Ssiderea261852_c0_seq9	Ssiderea261852
Ssiderea261854_c0_seq1	Ssiderea261854
Ssiderea261855_c0_seq1	Ssiderea261855
Ssiderea261855_c0_seq2	Ssiderea261855
Ssiderea261856_c0_seq1	Ssiderea261856
Ssiderea261856_c0_seq2	Ssiderea261856
Ssiderea261856_c0_seq3	Ssiderea261856
Ssiderea261856_c0_seq4	Ssiderea261856
Ssiderea261856_c0_seq5	Ssiderea261856
Ssiderea261856_c0_seq6	Ssiderea261856
Ssiderea261856_c0_seq7	Ssiderea261856
Ssiderea261857_c0_seq1	Ssiderea261857
Ssiderea261857_c0_seq2	Ssiderea261857
Ssiderea261860_c0_seq4	Ssiderea261860
Ssiderea261860_c0_seq5	Ssiderea261860
Ssiderea261860_c3_seq1	Ssiderea261860
Ssiderea261861_c0_seq1	Ssiderea261861
Ssiderea261861_c0_seq2	Ssiderea261861
Ssiderea261861_c0_seq3	Ssiderea261861
Ssiderea261862_c0_seq3	Ssiderea261862
Ssiderea261862_c0_seq11	Ssiderea261862
Ssiderea261862_c0_seq14	Ssiderea261862
Ssiderea261863_c0_seq1	Ssiderea261863
Ssiderea261863_c0_seq3	Ssiderea261863
Ssiderea261863_c0_seq4	Ssiderea261863
Ssiderea261863_c0_seq5	Ssiderea261863
Ssiderea261863_c0_seq7	Ssiderea261863
Ssiderea261864_c0_seq2	Ssiderea261864
Ssiderea261864_c0_seq3	Ssiderea261864
Ssiderea261865_c0_seq1	Ssiderea261865
Ssiderea261868_c1_seq1	Ssiderea261868
Ssiderea261868_c1_seq2	Ssiderea261868
Ssiderea261868_c1_seq5	Ssiderea261868
Ssiderea261870_c0_seq3	Ssiderea261870
Ssiderea261870_c0_seq8	Ssiderea261870
Ssiderea261871_c0_seq1	Ssiderea261871
Ssiderea261871_c0_seq2	Ssiderea261871
Ssiderea261873_c0_seq1	Ssiderea261873
Ssiderea261873_c0_seq2	Ssiderea261873
Ssiderea261873_c0_seq4	Ssiderea261873
Ssiderea261873_c0_seq5	Ssiderea261873
Ssiderea261873_c0_seq6	Ssiderea261873
Ssiderea261874_c1_seq1	Ssiderea261874
Ssiderea261874_c1_seq2	Ssiderea261874
Ssiderea261874_c1_seq3	Ssiderea261874
Ssiderea261874_c1_seq5	Ssiderea261874
Ssiderea261875_c0_seq1	Ssiderea261875
Ssiderea261875_c0_seq2	Ssiderea261875
Ssiderea261875_c0_seq3	Ssiderea261875
Ssiderea261875_c0_seq4	Ssiderea261875
Ssiderea261875_c0_seq5	Ssiderea261875
Ssiderea261875_c0_seq6	Ssiderea261875
Ssiderea261875_c0_seq7	Ssiderea261875
Ssiderea261875_c0_seq9	Ssiderea261875
Ssiderea261875_c0_seq11	Ssiderea261875
Ssiderea261875_c0_seq12	Ssiderea261875
Ssiderea261878_c0_seq1	Ssiderea261878
Ssiderea261878_c0_seq3	Ssiderea261878
Ssiderea261878_c0_seq4	Ssiderea261878
Ssiderea261878_c0_seq5	Ssiderea261878
Ssiderea261878_c0_seq6	Ssiderea261878
Ssiderea261878_c0_seq7	Ssiderea261878
Ssiderea261879_c0_seq1	Ssiderea261879
Ssiderea261879_c0_seq2	Ssiderea261879
Ssiderea261881_c0_seq1	Ssiderea261881
Ssiderea261882_c0_seq2	Ssiderea261882
Ssiderea261882_c0_seq3	Ssiderea261882
Ssiderea261883_c0_seq1	Ssiderea261883
Ssiderea261884_c0_seq1	Ssiderea261884
Ssiderea261884_c0_seq2	Ssiderea261884
Ssiderea261884_c0_seq3	Ssiderea261884
Ssiderea261884_c0_seq4	Ssiderea261884
Ssiderea261884_c0_seq5	Ssiderea261884
Ssiderea261884_c0_seq6	Ssiderea261884
Ssiderea261887_c0_seq1	Ssiderea261887
Ssiderea261889_c0_seq1	Ssiderea261889
Ssiderea261891_c0_seq4	Ssiderea261891
Ssiderea261891_c0_seq5	Ssiderea261891
Ssiderea261891_c0_seq8	Ssiderea261891
Ssiderea261891_c0_seq9	Ssiderea261891
Ssiderea261892_c0_seq2	Ssiderea261892
Ssiderea261892_c0_seq5	Ssiderea261892
Ssiderea261892_c0_seq11	Ssiderea261892
Ssiderea261893_c0_seq3	Ssiderea261893
Ssiderea261893_c0_seq7	Ssiderea261893
Ssiderea261893_c0_seq9	Ssiderea261893
Ssiderea261893_c0_seq10	Ssiderea261893
Ssiderea261893_c0_seq12	Ssiderea261893
Ssiderea261893_c0_seq13	Ssiderea261893
Ssiderea261893_c0_seq14	Ssiderea261893
Ssiderea261893_c0_seq15	Ssiderea261893
Ssiderea261893_c0_seq16	Ssiderea261893
Ssiderea261893_c0_seq18	Ssiderea261893
Ssiderea261893_c0_seq20	Ssiderea261893
Ssiderea261893_c0_seq21	Ssiderea261893
Ssiderea261893_c0_seq25	Ssiderea261893
Ssiderea261893_c0_seq26	Ssiderea261893
Ssiderea261893_c0_seq27	Ssiderea261893
Ssiderea261893_c0_seq30	Ssiderea261893
Ssiderea261893_c0_seq33	Ssiderea261893
Ssiderea261893_c0_seq34	Ssiderea261893
Ssiderea261893_c0_seq37	Ssiderea261893
Ssiderea261894_c0_seq2	Ssiderea261894
Ssiderea261894_c0_seq3	Ssiderea261894
Ssiderea261895_c0_seq1	Ssiderea261895
Ssiderea261896_c0_seq1	Ssiderea261896
Ssiderea261899_c0_seq1	Ssiderea261899
Ssiderea261900_c0_seq1	Ssiderea261900
Ssiderea261902_c1_seq2	Ssiderea261902
Ssiderea261902_c1_seq5	Ssiderea261902
Ssiderea261902_c1_seq6	Ssiderea261902
Ssiderea261902_c1_seq7	Ssiderea261902
Ssiderea261902_c1_seq10	Ssiderea261902
Ssiderea261902_c1_seq12	Ssiderea261902
Ssiderea261902_c1_seq13	Ssiderea261902
Ssiderea261902_c1_seq15	Ssiderea261902
Ssiderea261903_c0_seq1	Ssiderea261903
Ssiderea261903_c0_seq2	Ssiderea261903
Ssiderea261903_c0_seq3	Ssiderea261903
Ssiderea261903_c0_seq4	Ssiderea261903
Ssiderea261903_c0_seq7	Ssiderea261903
Ssiderea261903_c0_seq8	Ssiderea261903
Ssiderea261903_c0_seq9	Ssiderea261903
Ssiderea261903_c0_seq12	Ssiderea261903
Ssiderea261904_c0_seq3	Ssiderea261904
Ssiderea261904_c0_seq4	Ssiderea261904
Ssiderea261904_c0_seq5	Ssiderea261904
Ssiderea261906_c0_seq3	Ssiderea261906
Ssiderea261906_c0_seq10	Ssiderea261906
Ssiderea261906_c0_seq11	Ssiderea261906
Ssiderea261908_c0_seq4	Ssiderea261908
Ssiderea261908_c0_seq12	Ssiderea261908
Ssiderea261910_c1_seq7	Ssiderea261910
Ssiderea261911_c1_seq1	Ssiderea261911
Ssiderea261912_c3_seq1	Ssiderea261912
Ssiderea261914_c0_seq1	Ssiderea261914
Ssiderea261914_c0_seq2	Ssiderea261914
Ssiderea261916_c0_seq1	Ssiderea261916
Ssiderea261917_c2_seq2	Ssiderea261917
Ssiderea261918_c0_seq1	Ssiderea261918
Ssiderea261919_c0_seq1	Ssiderea261919
Ssiderea261919_c0_seq2	Ssiderea261919
Ssiderea261919_c0_seq3	Ssiderea261919
Ssiderea261919_c0_seq4	Ssiderea261919
Ssiderea261920_c0_seq1	Ssiderea261920
Ssiderea261920_c0_seq2	Ssiderea261920
Ssiderea261920_c0_seq3	Ssiderea261920
Ssiderea261920_c0_seq5	Ssiderea261920
Ssiderea261920_c0_seq7	Ssiderea261920
Ssiderea261920_c0_seq8	Ssiderea261920
Ssiderea261920_c0_seq9	Ssiderea261920
Ssiderea261920_c0_seq10	Ssiderea261920
Ssiderea261921_c1_seq2	Ssiderea261921
Ssiderea261921_c1_seq4	Ssiderea261921
Ssiderea261921_c1_seq5	Ssiderea261921
Ssiderea261925_c0_seq1	Ssiderea261925
Ssiderea261927_c0_seq2	Ssiderea261927
Ssiderea261927_c0_seq4	Ssiderea261927
Ssiderea261928_c1_seq1	Ssiderea261928
Ssiderea261928_c1_seq2	Ssiderea261928
Ssiderea261928_c1_seq7	Ssiderea261928
Ssiderea261928_c1_seq8	Ssiderea261928
Ssiderea261928_c1_seq10	Ssiderea261928
Ssiderea261936_c0_seq1	Ssiderea261936
Ssiderea261937_c0_seq1	Ssiderea261937
Ssiderea261937_c0_seq2	Ssiderea261937
Ssiderea261937_c1_seq1	Ssiderea261937
Ssiderea261938_c1_seq2	Ssiderea261938
Ssiderea261938_c1_seq5	Ssiderea261938
Ssiderea261938_c1_seq7	Ssiderea261938
Ssiderea261939_c0_seq1	Ssiderea261939
Ssiderea261939_c0_seq2	Ssiderea261939
Ssiderea261940_c0_seq2	Ssiderea261940
Ssiderea261940_c0_seq3	Ssiderea261940
Ssiderea261943_c1_seq1	Ssiderea261943
Ssiderea261943_c1_seq2	Ssiderea261943
Ssiderea261943_c1_seq3	Ssiderea261943
Ssiderea261946_c0_seq1	Ssiderea261946
Ssiderea261946_c0_seq2	Ssiderea261946
Ssiderea261946_c0_seq5	Ssiderea261946
Ssiderea261946_c0_seq6	Ssiderea261946
Ssiderea261946_c0_seq7	Ssiderea261946
Ssiderea261946_c0_seq8	Ssiderea261946
Ssiderea261946_c0_seq10	Ssiderea261946
Ssiderea261946_c0_seq11	Ssiderea261946
Ssiderea261946_c0_seq12	Ssiderea261946
Ssiderea261946_c0_seq13	Ssiderea261946
Ssiderea261947_c0_seq1	Ssiderea261947
Ssiderea261947_c0_seq2	Ssiderea261947
Ssiderea261950_c0_seq3	Ssiderea261950
Ssiderea261950_c0_seq4	Ssiderea261950
Ssiderea261951_c0_seq5	Ssiderea261951
Ssiderea261951_c0_seq6	Ssiderea261951
Ssiderea261951_c0_seq11	Ssiderea261951
Ssiderea261953_c0_seq1	Ssiderea261953
Ssiderea261953_c1_seq1	Ssiderea261953
Ssiderea261954_c0_seq4	Ssiderea261954
Ssiderea261954_c0_seq5	Ssiderea261954
Ssiderea261958_c0_seq1	Ssiderea261958
Ssiderea261958_c0_seq2	Ssiderea261958
Ssiderea261959_c0_seq1	Ssiderea261959
Ssiderea261960_c1_seq4	Ssiderea261960
Ssiderea261962_c0_seq1	Ssiderea261962
Ssiderea261964_c0_seq1	Ssiderea261964
Ssiderea261964_c0_seq2	Ssiderea261964
Ssiderea261964_c0_seq3	Ssiderea261964
Ssiderea261965_c2_seq2	Ssiderea261965
Ssiderea261965_c2_seq4	Ssiderea261965
Ssiderea261967_c0_seq1	Ssiderea261967
Ssiderea261968_c0_seq2	Ssiderea261968
Ssiderea261968_c0_seq3	Ssiderea261968
Ssiderea261972_c0_seq1	Ssiderea261972
Ssiderea261973_c0_seq1	Ssiderea261973
Ssiderea261973_c0_seq2	Ssiderea261973
Ssiderea261973_c0_seq3	Ssiderea261973
Ssiderea261973_c0_seq5	Ssiderea261973
Ssiderea261974_c0_seq1	Ssiderea261974
Ssiderea261974_c0_seq2	Ssiderea261974
Ssiderea261974_c0_seq3	Ssiderea261974
Ssiderea261974_c0_seq4	Ssiderea261974
Ssiderea261974_c0_seq5	Ssiderea261974
Ssiderea261974_c0_seq6	Ssiderea261974
Ssiderea261974_c0_seq7	Ssiderea261974
Ssiderea261974_c0_seq8	Ssiderea261974
Ssiderea261976_c0_seq1	Ssiderea261976
Ssiderea261976_c0_seq2	Ssiderea261976
Ssiderea261976_c0_seq3	Ssiderea261976
Ssiderea261976_c0_seq4	Ssiderea261976
Ssiderea261981_c4_seq1	Ssiderea261981
Ssiderea261982_c0_seq1	Ssiderea261982
Ssiderea261982_c0_seq2	Ssiderea261982
Ssiderea261982_c0_seq3	Ssiderea261982
Ssiderea261982_c0_seq4	Ssiderea261982
Ssiderea261983_c0_seq1	Ssiderea261983
Ssiderea261983_c0_seq2	Ssiderea261983
Ssiderea261983_c0_seq3	Ssiderea261983
Ssiderea261983_c0_seq4	Ssiderea261983
Ssiderea261983_c0_seq5	Ssiderea261983
Ssiderea261983_c0_seq6	Ssiderea261983
Ssiderea261984_c0_seq1	Ssiderea261984
Ssiderea261984_c0_seq4	Ssiderea261984
Ssiderea261984_c0_seq5	Ssiderea261984
Ssiderea261984_c0_seq6	Ssiderea261984
Ssiderea261984_c0_seq9	Ssiderea261984
Ssiderea261984_c0_seq10	Ssiderea261984
Ssiderea261984_c0_seq13	Ssiderea261984
Ssiderea261985_c0_seq2	Ssiderea261985
Ssiderea261989_c0_seq1	Ssiderea261989
Ssiderea261990_c0_seq1	Ssiderea261990
Ssiderea261990_c0_seq2	Ssiderea261990
Ssiderea261990_c0_seq3	Ssiderea261990
Ssiderea261990_c0_seq6	Ssiderea261990
Ssiderea261990_c0_seq8	Ssiderea261990
Ssiderea261990_c0_seq10	Ssiderea261990
Ssiderea261990_c0_seq11	Ssiderea261990
Ssiderea261993_c2_seq1	Ssiderea261993
Ssiderea261993_c2_seq2	Ssiderea261993
Ssiderea261993_c2_seq4	Ssiderea261993
Ssiderea261993_c2_seq7	Ssiderea261993
Ssiderea261994_c0_seq1	Ssiderea261994
Ssiderea261994_c0_seq3	Ssiderea261994
Ssiderea261995_c3_seq1	Ssiderea261995
Ssiderea261995_c3_seq2	Ssiderea261995
Ssiderea261995_c3_seq3	Ssiderea261995
Ssiderea261995_c3_seq4	Ssiderea261995
Ssiderea261995_c4_seq1	Ssiderea261995
Ssiderea261995_c4_seq2	Ssiderea261995
Ssiderea261996_c0_seq1	Ssiderea261996
Ssiderea261997_c0_seq1	Ssiderea261997
Ssiderea261997_c0_seq2	Ssiderea261997
Ssiderea261997_c0_seq4	Ssiderea261997
Ssiderea261997_c0_seq5	Ssiderea261997
Ssiderea261997_c0_seq8	Ssiderea261997
Ssiderea261998_c0_seq1	Ssiderea261998
Ssiderea261998_c0_seq2	Ssiderea261998
Ssiderea261998_c0_seq3	Ssiderea261998
Ssiderea261999_c1_seq1	Ssiderea261999
Ssiderea261999_c1_seq2	Ssiderea261999
Ssiderea261999_c1_seq3	Ssiderea261999
Ssiderea261999_c1_seq6	Ssiderea261999
Ssiderea261999_c1_seq7	Ssiderea261999
Ssiderea261999_c1_seq9	Ssiderea261999
Ssiderea262002_c0_seq1	Ssiderea262002
Ssiderea262002_c0_seq2	Ssiderea262002
Ssiderea262003_c0_seq1	Ssiderea262003
Ssiderea262003_c1_seq1	Ssiderea262003
Ssiderea262003_c1_seq2	Ssiderea262003
Ssiderea262003_c1_seq3	Ssiderea262003
Ssiderea262006_c1_seq1	Ssiderea262006
Ssiderea262006_c1_seq2	Ssiderea262006
Ssiderea262006_c1_seq3	Ssiderea262006
Ssiderea262006_c1_seq4	Ssiderea262006
Ssiderea262006_c1_seq6	Ssiderea262006
Ssiderea262006_c1_seq7	Ssiderea262006
Ssiderea262006_c1_seq8	Ssiderea262006
Ssiderea262006_c1_seq9	Ssiderea262006
Ssiderea262006_c1_seq10	Ssiderea262006
Ssiderea262006_c1_seq11	Ssiderea262006
Ssiderea262006_c1_seq12	Ssiderea262006
Ssiderea262006_c1_seq13	Ssiderea262006
Ssiderea262006_c1_seq15	Ssiderea262006
Ssiderea262006_c1_seq19	Ssiderea262006
Ssiderea262008_c1_seq1	Ssiderea262008
Ssiderea262008_c1_seq2	Ssiderea262008
Ssiderea262011_c0_seq1	Ssiderea262011
Ssiderea262011_c0_seq2	Ssiderea262011
Ssiderea262013_c1_seq1	Ssiderea262013
Ssiderea262013_c1_seq5	Ssiderea262013
Ssiderea262013_c1_seq6	Ssiderea262013
Ssiderea262013_c1_seq7	Ssiderea262013
Ssiderea262013_c1_seq10	Ssiderea262013
Ssiderea262016_c0_seq1	Ssiderea262016
Ssiderea262016_c0_seq2	Ssiderea262016
Ssiderea262017_c0_seq1	Ssiderea262017
Ssiderea262017_c0_seq2	Ssiderea262017
Ssiderea262017_c0_seq3	Ssiderea262017
Ssiderea262018_c0_seq1	Ssiderea262018
Ssiderea262018_c0_seq4	Ssiderea262018
Ssiderea262018_c0_seq10	Ssiderea262018
Ssiderea262020_c2_seq1	Ssiderea262020
Ssiderea262020_c2_seq2	Ssiderea262020
Ssiderea262020_c2_seq3	Ssiderea262020
Ssiderea262020_c2_seq5	Ssiderea262020
Ssiderea262020_c2_seq7	Ssiderea262020
Ssiderea262020_c2_seq8	Ssiderea262020
Ssiderea262020_c2_seq10	Ssiderea262020
Ssiderea262020_c2_seq11	Ssiderea262020
Ssiderea262020_c2_seq12	Ssiderea262020
Ssiderea262020_c2_seq13	Ssiderea262020
Ssiderea262020_c2_seq17	Ssiderea262020
Ssiderea262024_c1_seq1	Ssiderea262024
Ssiderea262024_c1_seq2	Ssiderea262024
Ssiderea262024_c1_seq3	Ssiderea262024
Ssiderea262024_c1_seq4	Ssiderea262024
Ssiderea262027_c0_seq2	Ssiderea262027
Ssiderea262029_c0_seq1	Ssiderea262029
Ssiderea262030_c0_seq1	Ssiderea262030
Ssiderea262030_c0_seq2	Ssiderea262030
